-53.34547;52.53006
-70.72140;-43.63962
-11.31213;-72.99255
13.70017;20.45520
7.65970;57.08853
86.83936;38.24985
-32.46635;36.05064
-91.01485;-45.11413
18.34610;-50.62939
-67.16923;57.78878
20.95872;0.88993
84.59138;-16.13937
-3.64970;14.21837
-45.19278;-65.69562
9.67522;-23.09801
-81.20878;-46.05228
-89.14733;-72.63055
3.38815;14.58799
-74.77244;61.19980
-77.67178;-21.66887
55.07236;82.18437
21.11743;-1.00422
78.00477;-32.09367
-54.91535;-18.49165
88.54409;-42.70541
-57.97995;83.59028
92.49957;-8.36720
46.52766;-77.12376
75.93943;92.99646
-60.56785;30.44070
97.37257;92.31184
17.69175;12.76638
99.34444;56.17067
47.74623;-82.63016
33.28199;11.43569
-83.39723;44.58865
79.46836;39.16282
17.62571;76.81419
61.17117;-30.07447
-93.12574;-97.87704
-64.47598;40.13128
-89.80619;-39.42705
-13.04997;24.00779
22.12065;51.41814
64.53147;79.62518
61.27876;18.05901
97.73326;-64.39487
-49.59783;-11.06122
-80.82422;-23.25806
53.53782;-96.68925
-10.63842;-70.58652
28.33145;-10.71703
73.16434;61.24662
-97.23731;80.21995
94.35542;-63.27520
-4.40484;63.56133
26.84481;93.80539
-21.20370;-42.65263
-27.83955;-61.78426
-74.94450;41.48813
-77.59191;16.73901
80.93077;59.45309
-59.80514;92.16035
23.59309;-34.79086
-90.10129;51.90244
90.97029;91.30579
63.03278;2.74680
43.03841;59.05119
77.84151;-19.23366
73.51967;-98.95479
-34.93644;9.78738
-77.66223;-86.81709
-19.04186;-5.77988
-64.51380;18.97382
-32.70293;-59.08296
93.94196;39.29226
44.15654;48.97670
44.52838;-38.87815
-68.81722;71.35938
-50.42893;-96.17367
-35.82680;-74.01128
-12.74076;10.90870
57.81819;-63.59044
-79.29652;23.00012
81.43698;0.20569
9.05075;63.82099
13.71486;-92.04589
-46.09139;14.42404
-8.23655;86.57481
54.77248;53.93343
-48.06266;17.86256
26.89580;30.05598
-44.09338;8.70891
-65.20573;53.41056
-83.13216;43.14492
-20.69405;-1.81442
37.01081;71.25198
-14.88984;-84.43283
-59.78852;-17.36953
-9.81163;-51.97781
-98.21882;-72.99472
-36.53467;-9.24021
-35.47981;-32.06961
45.95704;-96.98820
86.58185;-95.18080
-85.07064;-63.21496
-69.46228;5.73532
64.75278;-7.28031
-53.81699;-35.50511
51.25814;-94.58290
-43.93331;-13.61219
5.94967;-97.19584
56.48597;8.16787
-90.09559;-35.10634
-74.68559;-5.61334
-82.95442;78.62030
25.12737;-86.05006
-31.25875;-17.87041
-77.27705;83.96276
-14.11360;-83.38728
-16.81479;55.52752
-77.70892;7.73540
-62.93140;26.64758
-46.97274;-37.84554
72.38579;90.63184
-1.72430;-8.91315
92.19194;38.47116
81.86667;49.81470
-3.67057;89.52240
63.51486;8.73617
-7.29839;-80.05175
-24.15328;-88.28055
56.32687;-17.31455
-88.68691;12.94545
51.39466;23.80414
22.07511;-65.29380
-60.03298;-53.33320
11.77623;21.06905
-46.62238;85.58894
26.43736;7.71493
59.61815;21.21252
-32.07646;-60.48538
98.85876;-38.88779
9.95022;-15.17510
-25.38578;4.34559
29.17507;93.35673
72.09927;28.43979
-28.11385;-13.93238
-9.23318;74.93972
-53.12066;0.91916
1.94662;-40.93497
30.02806;19.87868
24.30359;-84.30816
-32.96146;-0.41496
-43.14538;-12.55714
-2.56701;-87.54659
-58.84063;23.42151
63.20512;66.82910
-12.21366;-52.03755
79.07805;-59.10072
-93.53872;-39.68397
-86.89732;86.87128
2.39152;-55.25450
-3.01344;-21.72226
17.31371;22.15597
-62.79785;65.24491
-9.91521;47.62627
-22.17996;-79.09551
12.81669;30.74246
-3.67494;19.28439
62.46418;95.95408
-86.78154;6.49417
-81.70600;10.72152
23.34900;4.78107
16.24190;-12.89607
72.43071;-59.69018
89.13262;93.22601
-53.99938;-62.75508
96.24650;96.92668
-59.02519;62.01644
31.90142;-15.84663
84.85513;58.65302
75.80704;19.84005
16.23098;98.78154
-48.02259;-96.12609
-36.49716;11.34537
-77.35517;-0.61416
-93.04512;-47.62625
30.24677;27.66322
57.52829;-86.04869
-88.12037;41.91950
-98.93915;99.48439
-15.00272;-84.70986
47.80567;14.55252
-19.95616;-58.34838
70.95042;56.26939
-63.60396;-91.51324
23.20296;44.68140
-43.06946;33.24124
78.61436;-88.03779
