0.262650;-0.425458
-0.218198;-0.449877
-0.364963;-0.341763
0.102276;0.489428
0.285443;0.410515
0.191249;0.461978
0.180253;-0.466378
-0.225571;-0.446226
-0.253147;0.431180
0.288944;-0.408058
0.004450;0.499980
-0.080697;0.493445
0.071092;-0.494920
-0.328478;-0.376964
-0.115490;0.486479
-0.230261;-0.443824
-0.363153;-0.343686
0.072940;0.494651
0.305999;-0.395430
-0.108344;-0.488120
0.410922;0.284857
-0.005021;0.499975
-0.160468;0.473550
-0.092458;-0.491377
-0.213527;0.452113
0.417951;-0.274439
-0.041836;0.498247
-0.385619;0.318274
0.464982;0.183825
0.152203;-0.476271
0.461559;0.192258
0.063832;0.495909
0.280853;0.413668
-0.413151;0.281614
0.057178;0.496720
0.222943;-0.447545
0.195814;0.460062
0.384071;0.320140
-0.150372;0.476852
-0.489385;-0.102480
0.200656;-0.457971
-0.197135;-0.459497
0.120039;-0.485377
0.257091;0.428841
0.398126;0.302483
0.090295;0.491779
-0.321974;0.382534
-0.055306;-0.496932
-0.116290;-0.486289
-0.483446;0.127592
-7.058652;-7.083462
-1.071703;9.942407
6.124662;7.904968
8.021995;-5.970561
-6.327520;7.743545
6.356133;-7.720076
9.380539;3.464893
-4.265263;-9.044752
-6.178426;-7.863018
4.148813;-9.098755
1.673901;-9.858907
5.945309;8.040727
9.216035;-3.881327
-3.479086;9.375284
5.190244;-8.547594
9.130579;4.078300
0.274680;9.996227
5.905119;8.070289
-1.923366;9.813290
-9.895479;1.442048
0.978738;-9.951988
-8.681709;-4.962653
-0.577988;-9.983283
1.897382;-9.818347
-5.908296;-8.067963
3.929226;9.195715
4.897670;8.718533
-3.887815;9.213300
7.135938;-7.005597
-9.617367;-2.739752
-7.401128;-6.724828
1.090870;-9.940322
-6.359044;7.717679
2.300012;-9.731903
0.020569;9.999979
6.382099;7.698624
-9.204589;3.908393
1.442404;-9.895427
8.657481;-5.004800
5.393343;8.420917
1.786256;-9.839171
3.005598;9.537630
0.870891;-9.962005
5.341056;-8.454178
4.314492;-9.021372
-0.181442;-9.998354
7.125198;7.016521
-8.443283;-5.358263
-1.736953;-9.847994
-5.197781;-8.543013
22.080211;22.265986
24.630392;21.017113
23.717216;21.211271
21.120472;25.974301
21.192768;26.226778
22.471402;21.900614
25.229413;21.006584
24.708788;28.989385
23.579795;21.260612
21.216684;26.298661
24.455512;21.037232
21.112167;25.940612
25.326715;28.986635
23.595746;21.254593
24.775466;21.006307
28.144812;22.528127
21.557998;27.037798
24.285183;21.064389
28.358510;22.827350
21.664509;22.792174
27.221101;21.673333
25.309416;21.011985
26.065903;21.144634
23.486179;21.297522
28.625274;26.690382
24.643474;21.015921
26.538846;28.692147
26.992588;28.468370
28.580896;23.217534
25.349447;28.984707
21.797930;22.602763
21.468778;23.121045
24.307418;28.939585
25.517818;21.033659
25.952166;28.885020
22.388248;28.029646
22.866672;21.616376
25.842762;28.910211
28.423558;22.931364
25.308597;28.988078
25.848501;28.908970
22.580585;21.814654
23.444488;28.685157
24.392996;28.953675
25.173823;21.003779
28.734269;26.433609
26.137592;28.834825
24.442705;21.039012
27.997589;22.351517
25.036766;21.000169
